DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
2010-05-21,2010-05-21,6,Friday,21,141,21,May,5,2,2010,1,4,2010,2
2010-05-22,2010-05-22,7,Saturday,22,142,21,May,5,2,2010,1,4,2010,2
2010-05-23,2010-05-23,1,Sunday,23,143,22,May,5,2,2010,1,4,2010,2
2010-05-24,2010-05-24,2,Monday,24,144,22,May,5,2,2010,1,4,2010,2
2010-05-25,2010-05-25,3,Tuesday,25,145,22,May,5,2,2010,1,4,2010,2
2010-05-26,2010-05-26,4,Wednesday,26,146,22,May,5,2,2010,1,4,2010,2
2010-05-27,2010-05-27,5,Thursday,27,147,22,May,5,2,2010,1,4,2010,2
2010-05-28,2010-05-28,6,Friday,28,148,22,May,5,2,2010,1,4,2010,2
2010-05-29,2010-05-29,7,Saturday,29,149,22,May,5,2,2010,1,4,2010,2
2010-05-30,2010-05-30,1,Sunday,30,150,23,May,5,2,2010,1,4,2010,2
2010-05-31,2010-05-31,2,Monday,31,151,23,May,5,2,2010,1,4,2010,2
2010-06-01,2010-06-01,3,Tuesday,1,152,23,June,6,2,2010,1,4,2010,2
2010-06-02,2010-06-02,4,Wednesday,2,153,23,June,6,2,2010,1,4,2010,2
2010-06-03,2010-06-03,5,Thursday,3,154,23,June,6,2,2010,1,4,2010,2
2010-06-04,2010-06-04,6,Friday,4,155,23,June,6,2,2010,1,4,2010,2
2010-06-05,2010-06-05,7,Saturday,5,156,23,June,6,2,2010,1,4,2010,2
2010-06-06,2010-06-06,1,Sunday,6,157,24,June,6,2,2010,1,4,2010,2
2010-06-07,2010-06-07,2,Monday,7,158,24,June,6,2,2010,1,4,2010,2
2010-06-08,2010-06-08,3,Tuesday,8,159,24,June,6,2,2010,1,4,2010,2
2010-06-09,2010-06-09,4,Wednesday,9,160,24,June,6,2,2010,1,4,2010,2
2010-06-10,2010-06-10,5,Thursday,10,161,24,June,6,2,2010,1,4,2010,2
2010-06-11,2010-06-11,6,Friday,11,162,24,June,6,2,2010,1,4,2010,2
2010-06-12,2010-06-12,7,Saturday,12,163,24,June,6,2,2010,1,4,2010,2
2010-06-13,2010-06-13,1,Sunday,13,164,25,June,6,2,2010,1,4,2010,2
2010-06-14,2010-06-14,2,Monday,14,165,25,June,6,2,2010,1,4,2010,2
2010-06-15,2010-06-15,3,Tuesday,15,166,25,June,6,2,2010,1,4,2010,2
2010-06-16,2010-06-16,4,Wednesday,16,167,25,June,6,2,2010,1,4,2010,2
2010-06-17,2010-06-17,5,Thursday,17,168,25,June,6,2,2010,1,4,2010,2
2010-06-18,2010-06-18,6,Friday,18,169,25,June,6,2,2010,1,4,2010,2
2010-06-19,2010-06-19,7,Saturday,19,170,25,June,6,2,2010,1,4,2010,2
2010-06-20,2010-06-20,1,Sunday,20,171,26,June,6,2,2010,1,4,2010,2
2010-06-21,2010-06-21,2,Monday,21,172,26,June,6,2,2010,1,4,2010,2
2010-06-22,2010-06-22,3,Tuesday,22,173,26,June,6,2,2010,1,4,2010,2
2010-06-23,2010-06-23,4,Wednesday,23,174,26,June,6,2,2010,1,4,2010,2
2010-06-24,2010-06-24,5,Thursday,24,175,26,June,6,2,2010,1,4,2010,2
2010-06-25,2010-06-25,6,Friday,25,176,26,June,6,2,2010,1,4,2010,2
2010-06-26,2010-06-26,7,Saturday,26,177,26,June,6,2,2010,1,4,2010,2
2010-06-27,2010-06-27,1,Sunday,27,178,27,June,6,2,2010,1,4,2010,2
2010-06-28,2010-06-28,2,Monday,28,179,27,June,6,2,2010,1,4,2010,2
2010-06-29,2010-06-29,3,Tuesday,29,180,27,June,6,2,2010,1,4,2010,2
2010-06-30,2010-06-30,4,Wednesday,30,181,27,June,6,2,2010,1,4,2010,2
2010-07-01,2010-07-01,5,Thursday,1,182,27,July,7,3,2010,2,1,2011,1
2010-07-02,2010-07-02,6,Friday,2,183,27,July,7,3,2010,2,1,2011,1
2010-07-03,2010-07-03,7,Saturday,3,184,27,July,7,3,2010,2,1,2011,1
2010-07-04,2010-07-04,1,Sunday,4,185,28,July,7,3,2010,2,1,2011,1
2010-07-05,2010-07-05,2,Monday,5,186,28,July,7,3,2010,2,1,2011,1
2010-07-06,2010-07-06,3,Tuesday,6,187,28,July,7,3,2010,2,1,2011,1
2010-07-07,2010-07-07,4,Wednesday,7,188,28,July,7,3,2010,2,1,2011,1
2010-07-08,2010-07-08,5,Thursday,8,189,28,July,7,3,2010,2,1,2011,1
2010-07-09,2010-07-09,6,Friday,9,190,28,July,7,3,2010,2,1,2011,1
2010-07-10,2010-07-10,7,Saturday,10,191,28,July,7,3,2010,2,1,2011,1
2010-07-11,2010-07-11,1,Sunday,11,192,29,July,7,3,2010,2,1,2011,1
2010-07-12,2010-07-12,2,Monday,12,193,29,July,7,3,2010,2,1,2011,1
2010-07-13,2010-07-13,3,Tuesday,13,194,29,July,7,3,2010,2,1,2011,1
2010-07-14,2010-07-14,4,Wednesday,14,195,29,July,7,3,2010,2,1,2011,1
2010-07-15,2010-07-15,5,Thursday,15,196,29,July,7,3,2010,2,1,2011,1
2010-07-16,2010-07-16,6,Friday,16,197,29,July,7,3,2010,2,1,2011,1
2010-07-17,2010-07-17,7,Saturday,17,198,29,July,7,3,2010,2,1,2011,1
2010-07-18,2010-07-18,1,Sunday,18,199,30,July,7,3,2010,2,1,2011,1
2010-07-19,2010-07-19,2,Monday,19,200,30,July,7,3,2010,2,1,2011,1
2010-07-20,2010-07-20,3,Tuesday,20,201,30,July,7,3,2010,2,1,2011,1
2010-07-21,2010-07-21,4,Wednesday,21,202,30,July,7,3,2010,2,1,2011,1
2010-07-22,2010-07-22,5,Thursday,22,203,30,July,7,3,2010,2,1,2011,1
2010-07-23,2010-07-23,6,Friday,23,204,30,July,7,3,2010,2,1,2011,1
2010-07-24,2010-07-24,7,Saturday,24,205,30,July,7,3,2010,2,1,2011,1
2010-07-25,2010-07-25,1,Sunday,25,206,31,July,7,3,2010,2,1,2011,1
2010-07-26,2010-07-26,2,Monday,26,207,31,July,7,3,2010,2,1,2011,1
2010-07-27,2010-07-27,3,Tuesday,27,208,31,July,7,3,2010,2,1,2011,1
2010-07-28,2010-07-28,4,Wednesday,28,209,31,July,7,3,2010,2,1,2011,1
2010-07-29,2010-07-29,5,Thursday,29,210,31,July,7,3,2010,2,1,2011,1
2010-07-30,2010-07-30,6,Friday,30,211,31,July,7,3,2010,2,1,2011,1
2010-07-31,2010-07-31,7,Saturday,31,212,31,July,7,3,2010,2,1,2011,1
2010-08-01,2010-08-01,1,Sunday,1,213,32,August,8,3,2010,2,1,2011,1
2010-08-02,2010-08-02,2,Monday,2,214,32,August,8,3,2010,2,1,2011,1
2010-08-03,2010-08-03,3,Tuesday,3,215,32,August,8,3,2010,2,1,2011,1
2010-08-04,2010-08-04,4,Wednesday,4,216,32,August,8,3,2010,2,1,2011,1
2010-08-05,2010-08-05,5,Thursday,5,217,32,August,8,3,2010,2,1,2011,1
2010-08-06,2010-08-06,6,Friday,6,218,32,August,8,3,2010,2,1,2011,1
2010-08-07,2010-08-07,7,Saturday,7,219,32,August,8,3,2010,2,1,2011,1
2010-08-08,2010-08-08,1,Sunday,8,220,33,August,8,3,2010,2,1,2011,1
2010-08-09,2010-08-09,2,Monday,9,221,33,August,8,3,2010,2,1,2011,1
2010-08-10,2010-08-10,3,Tuesday,10,222,33,August,8,3,2010,2,1,2011,1
2010-08-11,2010-08-11,4,Wednesday,11,223,33,August,8,3,2010,2,1,2011,1
2010-08-12,2010-08-12,5,Thursday,12,224,33,August,8,3,2010,2,1,2011,1
2010-08-13,2010-08-13,6,Friday,13,225,33,August,8,3,2010,2,1,2011,1
2010-08-14,2010-08-14,7,Saturday,14,226,33,August,8,3,2010,2,1,2011,1
2010-08-15,2010-08-15,1,Sunday,15,227,34,August,8,3,2010,2,1,2011,1
2010-08-16,2010-08-16,2,Monday,16,228,34,August,8,3,2010,2,1,2011,1
2010-08-17,2010-08-17,3,Tuesday,17,229,34,August,8,3,2010,2,1,2011,1
2010-08-18,2010-08-18,4,Wednesday,18,230,34,August,8,3,2010,2,1,2011,1
2010-08-19,2010-08-19,5,Thursday,19,231,34,August,8,3,2010,2,1,2011,1
2010-08-20,2010-08-20,6,Friday,20,232,34,August,8,3,2010,2,1,2011,1
2010-08-21,2010-08-21,7,Saturday,21,233,34,August,8,3,2010,2,1,2011,1
2010-08-22,2010-08-22,1,Sunday,22,234,35,August,8,3,2010,2,1,2011,1
2010-08-23,2010-08-23,2,Monday,23,235,35,August,8,3,2010,2,1,2011,1
2010-08-24,2010-08-24,3,Tuesday,24,236,35,August,8,3,2010,2,1,2011,1
2010-08-25,2010-08-25,4,Wednesday,25,237,35,August,8,3,2010,2,1,2011,1
2010-08-26,2010-08-26,5,Thursday,26,238,35,August,8,3,2010,2,1,2011,1
2010-08-27,2010-08-27,6,Friday,27,239,35,August,8,3,2010,2,1,2011,1
2010-08-28,2010-08-28,7,Saturday,28,240,35,August,8,3,2010,2,1,2011,1
2010-08-29,2010-08-29,1,Sunday,29,241,36,August,8,3,2010,2,1,2011,1
2010-08-30,2010-08-30,2,Monday,30,242,36,August,8,3,2010,2,1,2011,1
2010-08-31,2010-08-31,3,Tuesday,31,243,36,August,8,3,2010,2,1,2011,1
2010-09-01,2010-09-01,4,Wednesday,1,244,36,September,9,3,2010,2,1,2011,1
2010-09-02,2010-09-02,5,Thursday,2,245,36,September,9,3,2010,2,1,2011,1
2010-09-03,2010-09-03,6,Friday,3,246,36,September,9,3,2010,2,1,2011,1
2010-09-04,2010-09-04,7,Saturday,4,247,36,September,9,3,2010,2,1,2011,1
2010-09-05,2010-09-05,1,Sunday,5,248,37,September,9,3,2010,2,1,2011,1
2010-09-06,2010-09-06,2,Monday,6,249,37,September,9,3,2010,2,1,2011,1
2010-09-07,2010-09-07,3,Tuesday,7,250,37,September,9,3,2010,2,1,2011,1
2010-09-08,2010-09-08,4,Wednesday,8,251,37,September,9,3,2010,2,1,2011,1
2010-09-09,2010-09-09,5,Thursday,9,252,37,September,9,3,2010,2,1,2011,1
2010-09-10,2010-09-10,6,Friday,10,253,37,September,9,3,2010,2,1,2011,1
2010-09-11,2010-09-11,7,Saturday,11,254,37,September,9,3,2010,2,1,2011,1
2010-09-12,2010-09-12,1,Sunday,12,255,38,September,9,3,2010,2,1,2011,1
2010-09-13,2010-09-13,2,Monday,13,256,38,September,9,3,2010,2,1,2011,1
2010-09-14,2010-09-14,3,Tuesday,14,257,38,September,9,3,2010,2,1,2011,1
2010-09-15,2010-09-15,4,Wednesday,15,258,38,September,9,3,2010,2,1,2011,1
2010-09-16,2010-09-16,5,Thursday,16,259,38,September,9,3,2010,2,1,2011,1
2010-09-17,2010-09-17,6,Friday,17,260,38,September,9,3,2010,2,1,2011,1
2010-09-18,2010-09-18,7,Saturday,18,261,38,September,9,3,2010,2,1,2011,1
2010-09-19,2010-09-19,1,Sunday,19,262,39,September,9,3,2010,2,1,2011,1
2010-09-20,2010-09-20,2,Monday,20,263,39,September,9,3,2010,2,1,2011,1
2010-09-21,2010-09-21,3,Tuesday,21,264,39,September,9,3,2010,2,1,2011,1
2010-09-22,2010-09-22,4,Wednesday,22,265,39,September,9,3,2010,2,1,2011,1
2010-09-23,2010-09-23,5,Thursday,23,266,39,September,9,3,2010,2,1,2011,1
2010-09-24,2010-09-24,6,Friday,24,267,39,September,9,3,2010,2,1,2011,1
2010-09-25,2010-09-25,7,Saturday,25,268,39,September,9,3,2010,2,1,2011,1
2010-09-26,2010-09-26,1,Sunday,26,269,40,September,9,3,2010,2,1,2011,1
2010-09-27,2010-09-27,2,Monday,27,270,40,September,9,3,2010,2,1,2011,1
2010-09-28,2010-09-28,3,Tuesday,28,271,40,September,9,3,2010,2,1,2011,1
2010-09-29,2010-09-29,4,Wednesday,29,272,40,September,9,3,2010,2,1,2011,1
2010-09-30,2010-09-30,5,Thursday,30,273,40,September,9,3,2010,2,1,2011,1
2010-10-01,2010-10-01,6,Friday,1,274,40,October,10,4,2010,2,2,2011,1
2010-10-02,2010-10-02,7,Saturday,2,275,40,October,10,4,2010,2,2,2011,1
2010-10-03,2010-10-03,1,Sunday,3,276,41,October,10,4,2010,2,2,2011,1
2010-10-04,2010-10-04,2,Monday,4,277,41,October,10,4,2010,2,2,2011,1
2010-10-05,2010-10-05,3,Tuesday,5,278,41,October,10,4,2010,2,2,2011,1
2010-10-06,2010-10-06,4,Wednesday,6,279,41,October,10,4,2010,2,2,2011,1
2010-10-07,2010-10-07,5,Thursday,7,280,41,October,10,4,2010,2,2,2011,1
2010-10-08,2010-10-08,6,Friday,8,281,41,October,10,4,2010,2,2,2011,1
2010-10-09,2010-10-09,7,Saturday,9,282,41,October,10,4,2010,2,2,2011,1
2010-10-10,2010-10-10,1,Sunday,10,283,42,October,10,4,2010,2,2,2011,1
2010-10-11,2010-10-11,2,Monday,11,284,42,October,10,4,2010,2,2,2011,1
2010-10-12,2010-10-12,3,Tuesday,12,285,42,October,10,4,2010,2,2,2011,1
2010-10-13,2010-10-13,4,Wednesday,13,286,42,October,10,4,2010,2,2,2011,1
2010-10-14,2010-10-14,5,Thursday,14,287,42,October,10,4,2010,2,2,2011,1
2010-10-15,2010-10-15,6,Friday,15,288,42,October,10,4,2010,2,2,2011,1
2010-10-16,2010-10-16,7,Saturday,16,289,42,October,10,4,2010,2,2,2011,1
2010-10-17,2010-10-17,1,Sunday,17,290,43,October,10,4,2010,2,2,2011,1
2010-10-18,2010-10-18,2,Monday,18,291,43,October,10,4,2010,2,2,2011,1
2010-10-19,2010-10-19,3,Tuesday,19,292,43,October,10,4,2010,2,2,2011,1
2010-10-20,2010-10-20,4,Wednesday,20,293,43,October,10,4,2010,2,2,2011,1
2010-10-21,2010-10-21,5,Thursday,21,294,43,October,10,4,2010,2,2,2011,1
2010-10-22,2010-10-22,6,Friday,22,295,43,October,10,4,2010,2,2,2011,1
2010-10-23,2010-10-23,7,Saturday,23,296,43,October,10,4,2010,2,2,2011,1
2010-10-24,2010-10-24,1,Sunday,24,297,44,October,10,4,2010,2,2,2011,1
2010-10-25,2010-10-25,2,Monday,25,298,44,October,10,4,2010,2,2,2011,1
2010-10-26,2010-10-26,3,Tuesday,26,299,44,October,10,4,2010,2,2,2011,1
2010-10-27,2010-10-27,4,Wednesday,27,300,44,October,10,4,2010,2,2,2011,1
2010-10-28,2010-10-28,5,Thursday,28,301,44,October,10,4,2010,2,2,2011,1
2010-10-29,2010-10-29,6,Friday,29,302,44,October,10,4,2010,2,2,2011,1
2010-10-30,2010-10-30,7,Saturday,30,303,44,October,10,4,2010,2,2,2011,1
2010-10-31,2010-10-31,1,Sunday,31,304,45,October,10,4,2010,2,2,2011,1
2010-11-01,2010-11-01,2,Monday,1,305,45,November,11,4,2010,2,2,2011,1
2010-11-02,2010-11-02,3,Tuesday,2,306,45,November,11,4,2010,2,2,2011,1
2010-11-03,2010-11-03,4,Wednesday,3,307,45,November,11,4,2010,2,2,2011,1
2010-11-04,2010-11-04,5,Thursday,4,308,45,November,11,4,2010,2,2,2011,1
2010-11-05,2010-11-05,6,Friday,5,309,45,November,11,4,2010,2,2,2011,1
2010-11-06,2010-11-06,7,Saturday,6,310,45,November,11,4,2010,2,2,2011,1
2010-11-07,2010-11-07,1,Sunday,7,311,46,November,11,4,2010,2,2,2011,1
2010-11-08,2010-11-08,2,Monday,8,312,46,November,11,4,2010,2,2,2011,1
2010-11-09,2010-11-09,3,Tuesday,9,313,46,November,11,4,2010,2,2,2011,1
2010-11-10,2010-11-10,4,Wednesday,10,314,46,November,11,4,2010,2,2,2011,1
2010-11-11,2010-11-11,5,Thursday,11,315,46,November,11,4,2010,2,2,2011,1
2010-11-12,2010-11-12,6,Friday,12,316,46,November,11,4,2010,2,2,2011,1
2010-11-13,2010-11-13,7,Saturday,13,317,46,November,11,4,2010,2,2,2011,1
2010-11-14,2010-11-14,1,Sunday,14,318,47,November,11,4,2010,2,2,2011,1
2010-11-15,2010-11-15,2,Monday,15,319,47,November,11,4,2010,2,2,2011,1
2010-11-16,2010-11-16,3,Tuesday,16,320,47,November,11,4,2010,2,2,2011,1
2010-11-17,2010-11-17,4,Wednesday,17,321,47,November,11,4,2010,2,2,2011,1
2010-11-18,2010-11-18,5,Thursday,18,322,47,November,11,4,2010,2,2,2011,1
2010-11-19,2010-11-19,6,Friday,19,323,47,November,11,4,2010,2,2,2011,1
2010-11-20,2010-11-20,7,Saturday,20,324,47,November,11,4,2010,2,2,2011,1
2010-11-21,2010-11-21,1,Sunday,21,325,48,November,11,4,2010,2,2,2011,1
2010-11-22,2010-11-22,2,Monday,22,326,48,November,11,4,2010,2,2,2011,1
2010-11-23,2010-11-23,3,Tuesday,23,327,48,November,11,4,2010,2,2,2011,1
2010-11-24,2010-11-24,4,Wednesday,24,328,48,November,11,4,2010,2,2,2011,1
2010-11-25,2010-11-25,5,Thursday,25,329,48,November,11,4,2010,2,2,2011,1
2010-11-26,2010-11-26,6,Friday,26,330,48,November,11,4,2010,2,2,2011,1
2010-11-27,2010-11-27,7,Saturday,27,331,48,November,11,4,2010,2,2,2011,1
2010-11-28,2010-11-28,1,Sunday,28,332,49,November,11,4,2010,2,2,2011,1
2010-11-29,2010-11-29,2,Monday,29,333,49,November,11,4,2010,2,2,2011,1
2010-11-30,2010-11-30,3,Tuesday,30,334,49,November,11,4,2010,2,2,2011,1
2010-12-01,2010-12-01,4,Wednesday,1,335,49,December,12,4,2010,2,2,2011,1
2010-12-02,2010-12-02,5,Thursday,2,336,49,December,12,4,2010,2,2,2011,1
2010-12-03,2010-12-03,6,Friday,3,337,49,December,12,4,2010,2,2,2011,1
2010-12-04,2010-12-04,7,Saturday,4,338,49,December,12,4,2010,2,2,2011,1
2010-12-05,2010-12-05,1,Sunday,5,339,50,December,12,4,2010,2,2,2011,1
2010-12-06,2010-12-06,2,Monday,6,340,50,December,12,4,2010,2,2,2011,1
2010-12-07,2010-12-07,3,Tuesday,7,341,50,December,12,4,2010,2,2,2011,1
2010-12-08,2010-12-08,4,Wednesday,8,342,50,December,12,4,2010,2,2,2011,1
2010-12-09,2010-12-09,5,Thursday,9,343,50,December,12,4,2010,2,2,2011,1
2010-12-10,2010-12-10,6,Friday,10,344,50,December,12,4,2010,2,2,2011,1
2010-12-11,2010-12-11,7,Saturday,11,345,50,December,12,4,2010,2,2,2011,1
2010-12-12,2010-12-12,1,Sunday,12,346,51,December,12,4,2010,2,2,2011,1
2010-12-13,2010-12-13,2,Monday,13,347,51,December,12,4,2010,2,2,2011,1
2010-12-14,2010-12-14,3,Tuesday,14,348,51,December,12,4,2010,2,2,2011,1
2010-12-15,2010-12-15,4,Wednesday,15,349,51,December,12,4,2010,2,2,2011,1
2010-12-16,2010-12-16,5,Thursday,16,350,51,December,12,4,2010,2,2,2011,1
2010-12-17,2010-12-17,6,Friday,17,351,51,December,12,4,2010,2,2,2011,1
2010-12-18,2010-12-18,7,Saturday,18,352,51,December,12,4,2010,2,2,2011,1
2010-12-19,2010-12-19,1,Sunday,19,353,52,December,12,4,2010,2,2,2011,1
2010-12-20,2010-12-20,2,Monday,20,354,52,December,12,4,2010,2,2,2011,1
2010-12-21,2010-12-21,3,Tuesday,21,355,52,December,12,4,2010,2,2,2011,1
2010-12-22,2010-12-22,4,Wednesday,22,356,52,December,12,4,2010,2,2,2011,1
2010-12-23,2010-12-23,5,Thursday,23,357,52,December,12,4,2010,2,2,2011,1
2010-12-24,2010-12-24,6,Friday,24,358,52,December,12,4,2010,2,2,2011,1
2010-12-25,2010-12-25,7,Saturday,25,359,52,December,12,4,2010,2,2,2011,1
2010-12-26,2010-12-26,1,Sunday,26,360,53,December,12,4,2010,2,2,2011,1
2010-12-27,2010-12-27,2,Monday,27,361,53,December,12,4,2010,2,2,2011,1
2010-12-28,2010-12-28,3,Tuesday,28,362,53,December,12,4,2010,2,2,2011,1
2010-12-29,2010-12-29,4,Wednesday,29,363,53,December,12,4,2010,2,2,2011,1
2010-12-30,2010-12-30,5,Thursday,30,364,53,December,12,4,2010,2,2,2011,1
2010-12-31,2010-12-31,6,Friday,31,365,53,December,12,4,2010,2,2,2011,1
2011-01-01,2011-01-01,7,Saturday,1,1,1,January,1,1,2011,1,3,2010,2
2011-01-02,2011-01-02,1,Sunday,2,2,2,January,1,1,2011,1,3,2010,2
2011-01-03,2011-01-03,2,Monday,3,3,2,January,1,1,2011,1,3,2010,2
2011-01-04,2011-01-04,3,Tuesday,4,4,2,January,1,1,2011,1,3,2010,2
2011-01-05,2011-01-05,4,Wednesday,5,5,2,January,1,1,2011,1,3,2010,2
2011-01-06,2011-01-06,5,Thursday,6,6,2,January,1,1,2011,1,3,2010,2
2011-01-07,2011-01-07,6,Friday,7,7,2,January,1,1,2011,1,3,2010,2
2011-01-08,2011-01-08,7,Saturday,8,8,2,January,1,1,2011,1,3,2010,2
2011-01-09,2011-01-09,1,Sunday,9,9,3,January,1,1,2011,1,3,2010,2
2011-01-10,2011-01-10,2,Monday,10,10,3,January,1,1,2011,1,3,2010,2
2011-01-11,2011-01-11,3,Tuesday,11,11,3,January,1,1,2011,1,3,2010,2
2011-01-12,2011-01-12,4,Wednesday,12,12,3,January,1,1,2011,1,3,2010,2
2011-01-13,2011-01-13,5,Thursday,13,13,3,January,1,1,2011,1,3,2010,2
2011-01-14,2011-01-14,6,Friday,14,14,3,January,1,1,2011,1,3,2010,2
2011-01-15,2011-01-15,7,Saturday,15,15,3,January,1,1,2011,1,3,2010,2
2011-01-16,2011-01-16,1,Sunday,16,16,4,January,1,1,2011,1,3,2010,2
2011-01-17,2011-01-17,2,Monday,17,17,4,January,1,1,2011,1,3,2010,2
2011-01-18,2011-01-18,3,Tuesday,18,18,4,January,1,1,2011,1,3,2010,2
2011-01-19,2011-01-19,4,Wednesday,19,19,4,January,1,1,2011,1,3,2010,2
2011-01-20,2011-01-20,5,Thursday,20,20,4,January,1,1,2011,1,3,2010,2
2011-01-21,2011-01-21,6,Friday,21,21,4,January,1,1,2011,1,3,2010,2
2011-01-22,2011-01-22,7,Saturday,22,22,4,January,1,1,2011,1,3,2010,2
2011-01-23,2011-01-23,1,Sunday,23,23,5,January,1,1,2011,1,3,2010,2
2011-01-24,2011-01-24,2,Monday,24,24,5,January,1,1,2011,1,3,2010,2
2011-01-25,2011-01-25,3,Tuesday,25,25,5,January,1,1,2011,1,3,2010,2
2011-01-26,2011-01-26,4,Wednesday,26,26,5,January,1,1,2011,1,3,2010,2
2011-01-27,2011-01-27,5,Thursday,27,27,5,January,1,1,2011,1,3,2010,2
2011-01-28,2011-01-28,6,Friday,28,28,5,January,1,1,2011,1,3,2010,2
2011-01-29,2011-01-29,7,Saturday,29,29,5,January,1,1,2011,1,3,2010,2
2011-01-30,2011-01-30,1,Sunday,30,30,6,January,1,1,2011,1,3,2010,2
2011-01-31,2011-01-31,2,Monday,31,31,6,January,1,1,2011,1,3,2010,2
2011-02-01,2011-02-01,3,Tuesday,1,32,6,February,2,1,2011,1,3,2010,2
2011-02-02,2011-02-02,4,Wednesday,2,33,6,February,2,1,2011,1,3,2010,2
2011-02-03,2011-02-03,5,Thursday,3,34,6,February,2,1,2011,1,3,2010,2
2011-02-04,2011-02-04,6,Friday,4,35,6,February,2,1,2011,1,3,2010,2
2011-02-05,2011-02-05,7,Saturday,5,36,6,February,2,1,2011,1,3,2010,2
2011-02-06,2011-02-06,1,Sunday,6,37,7,February,2,1,2011,1,3,2010,2
2011-02-07,2011-02-07,2,Monday,7,38,7,February,2,1,2011,1,3,2010,2
2011-02-08,2011-02-08,3,Tuesday,8,39,7,February,2,1,2011,1,3,2010,2
2011-02-09,2011-02-09,4,Wednesday,9,40,7,February,2,1,2011,1,3,2010,2
2011-02-10,2011-02-10,5,Thursday,10,41,7,February,2,1,2011,1,3,2010,2
2011-02-11,2011-02-11,6,Friday,11,42,7,February,2,1,2011,1,3,2010,2
2011-02-12,2011-02-12,7,Saturday,12,43,7,February,2,1,2011,1,3,2010,2
2011-02-13,2011-02-13,1,Sunday,13,44,8,February,2,1,2011,1,3,2010,2
2011-02-14,2011-02-14,2,Monday,14,45,8,February,2,1,2011,1,3,2010,2
2011-02-15,2011-02-15,3,Tuesday,15,46,8,February,2,1,2011,1,3,2010,2
2011-02-16,2011-02-16,4,Wednesday,16,47,8,February,2,1,2011,1,3,2010,2
2011-02-17,2011-02-17,5,Thursday,17,48,8,February,2,1,2011,1,3,2010,2
2011-02-18,2011-02-18,6,Friday,18,49,8,February,2,1,2011,1,3,2010,2
2011-02-19,2011-02-19,7,Saturday,19,50,8,February,2,1,2011,1,3,2010,2
2011-02-20,2011-02-20,1,Sunday,20,51,9,February,2,1,2011,1,3,2010,2
2011-02-21,2011-02-21,2,Monday,21,52,9,February,2,1,2011,1,3,2010,2
2011-02-22,2011-02-22,3,Tuesday,22,53,9,February,2,1,2011,1,3,2010,2
2011-02-23,2011-02-23,4,Wednesday,23,54,9,February,2,1,2011,1,3,2010,2
2011-02-24,2011-02-24,5,Thursday,24,55,9,February,2,1,2011,1,3,2010,2
2011-02-25,2011-02-25,6,Friday,25,56,9,February,2,1,2011,1,3,2010,2
2011-02-26,2011-02-26,7,Saturday,26,57,9,February,2,1,2011,1,3,2010,2
2011-02-27,2011-02-27,1,Sunday,27,58,10,February,2,1,2011,1,3,2010,2
2011-02-28,2011-02-28,2,Monday,28,59,10,February,2,1,2011,1,3,2010,2
2011-03-01,2011-03-01,3,Tuesday,1,60,10,March,3,1,2011,1,3,2010,2
2011-03-02,2011-03-02,4,Wednesday,2,61,10,March,3,1,2011,1,3,2010,2
2011-03-03,2011-03-03,5,Thursday,3,62,10,March,3,1,2011,1,3,2010,2
2011-03-04,2011-03-04,6,Friday,4,63,10,March,3,1,2011,1,3,2010,2
2011-03-05,2011-03-05,7,Saturday,5,64,10,March,3,1,2011,1,3,2010,2
2011-03-06,2011-03-06,1,Sunday,6,65,11,March,3,1,2011,1,3,2010,2
2011-03-07,2011-03-07,2,Monday,7,66,11,March,3,1,2011,1,3,2010,2
2011-03-08,2011-03-08,3,Tuesday,8,67,11,March,3,1,2011,1,3,2010,2
2011-03-09,2011-03-09,4,Wednesday,9,68,11,March,3,1,2011,1,3,2010,2
2011-03-10,2011-03-10,5,Thursday,10,69,11,March,3,1,2011,1,3,2010,2
2011-03-11,2011-03-11,6,Friday,11,70,11,March,3,1,2011,1,3,2010,2
2011-03-12,2011-03-12,7,Saturday,12,71,11,March,3,1,2011,1,3,2010,2
2011-03-13,2011-03-13,1,Sunday,13,72,12,March,3,1,2011,1,3,2010,2
2011-03-14,2011-03-14,2,Monday,14,73,12,March,3,1,2011,1,3,2010,2
2011-03-15,2011-03-15,3,Tuesday,15,74,12,March,3,1,2011,1,3,2010,2
2011-03-16,2011-03-16,4,Wednesday,16,75,12,March,3,1,2011,1,3,2010,2
2011-03-17,2011-03-17,5,Thursday,17,76,12,March,3,1,2011,1,3,2010,2
2011-03-18,2011-03-18,6,Friday,18,77,12,March,3,1,2011,1,3,2010,2
2011-03-19,2011-03-19,7,Saturday,19,78,12,March,3,1,2011,1,3,2010,2
2011-03-20,2011-03-20,1,Sunday,20,79,13,March,3,1,2011,1,3,2010,2
2011-03-21,2011-03-21,2,Monday,21,80,13,March,3,1,2011,1,3,2010,2
2011-03-22,2011-03-22,3,Tuesday,22,81,13,March,3,1,2011,1,3,2010,2
2011-03-23,2011-03-23,4,Wednesday,23,82,13,March,3,1,2011,1,3,2010,2
